% Measurement file generated: 30-Jul-2007

[Name]
HynneGlycolysisModel_Reference experiment

[Notes]
Insilico experiment measurements
================================
Model notes:
------------
Full-scale model of glycolysis in Saccharomyces cerevisiae                                                                             
F. Hynne, S. Dano, and PG, Sorensen                                                                                                    
Biophysical Chemistry 94 (2001) 121-163                                                                                                
                                                                                                                                       
Time units: minutes                                                                                                                    
Species units: mM                                                                                                                      
                                                                                                                                       
Initialconditions do not give a steady-state, but a state-that allows                                                                  
to see the oscillations when simulating.

Experiment notes:
-----------------
Reference experiment for Hynne model that is used to generate in-silico 
measurement data that the reduced model should be able to reproduce.

Pretty complicated experiment definition ... :)

[Components]
time,Glcx,Glc,ATP,G6P,ADP,F6P,FBP,GAP,DHAP,NADplus,BPG,NADH,PEP,Pyr,ACA,EtOH,EtOHx,Glyc,Glycx,ACAx,CNxminus,AMP
95.700000,14.627677,4.693033,2.151039,4.196779,1.469197,0.492010,5.391602,0.124036,3.191453,0.638524,0.000289,0.341476,0.041341,26.609108,1.548737,19.638552,16.782562,4.434530,1.769726,1.353949,5.184737,0.309765
95.800000,14.628586,4.623542,2.275174,4.449557,1.392217,0.527834,5.049704,0.119687,3.097704,0.654637,0.000315,0.325363,0.040984,26.588540,1.562553,19.620388,16.782703,4.434079,1.769819,1.353885,5.184738,0.262610
95.900000,14.629743,4.534428,2.229363,4.614420,1.421890,0.543552,4.702361,0.115278,2.985176,0.662031,0.000302,0.317969,0.040691,26.517838,1.573890,19.603077,16.782292,4.409049,1.769868,1.354399,5.184738,0.278747
96.000000,14.629970,4.514488,2.035031,4.492433,1.537943,0.518937,4.730348,0.115836,2.978951,0.651023,0.000263,0.328977,0.040817,26.469263,1.568154,19.607571,16.781690,4.382939,1.769826,1.355019,5.184738,0.357027
96.100000,14.629067,4.582166,1.911429,4.247389,1.604181,0.486374,5.048475,0.120000,3.071125,0.635801,0.000243,0.344199,0.041153,26.483005,1.553783,19.626685,16.781489,4.379939,1.769734,1.355136,5.184737,0.414391
96.200000,14.628002,4.665725,1.936569,4.093788,1.590572,0.470385,5.357232,0.123797,3.166825,0.628558,0.000249,0.351442,0.041408,26.537851,1.544669,19.641081,16.781793,4.399254,1.769672,1.354741,5.184737,0.402860
96.300000,14.627549,4.702457,2.065450,4.111944,1.519493,0.478119,5.459904,0.124938,3.205694,0.632248,0.000272,0.347752,0.041439,26.594087,1.544727,19.643150,16.782322,4.425054,1.769688,1.354177,5.184737,0.345057
96.400000,14.628016,4.667104,2.222763,4.309586,1.425244,0.508778,5.255815,0.122306,3.156209,0.646049,0.000304,0.333951,0.041191,26.608047,1.554580,19.631121,16.782695,4.437794,1.769771,1.353845,5.184737,0.281994
96.500000,14.629177,4.578169,2.280329,4.557396,1.389161,0.540394,4.856476,0.117223,3.038194,0.660390,0.000315,0.319610,0.040806,26.557547,1.569425,19.610520,16.782570,4.424332,1.769853,1.354070,5.184738,0.260511
96.600000,14.630020,4.512143,2.142397,4.589963,1.475500,0.535532,4.661195,0.114829,2.964872,0.658585,0.000283,0.321415,0.040700,26.487638,1.573379,19.602083,16.781988,4.394787,1.769859,1.354728,5.184738,0.312104
96.700000,14.629629,4.539350,1.957547,4.374074,1.580261,0.502265,4.865728,0.117649,3.016763,0.643235,0.000250,0.336765,0.040974,26.468608,1.561263,19.616270,16.781525,4.378130,1.769784,1.355151,5.184738,0.392193
96.800000,14.628520,4.624691,1.906686,4.156040,1.606355,0.476097,5.210830,0.122024,3.120770,0.631077,0.000243,0.348923,0.041295,26.506295,1.548407,19.634818,16.781584,4.387143,1.769697,1.354993,5.184737,0.416960
96.900000,14.627681,4.691402,1.988784,4.078744,1.562459,0.470899,5.440525,0.124768,3.194916,0.628901,0.000258,0.351099,0.041455,26.567200,1.543476,19.643784,16.782040,4.411913,1.769670,1.354469,5.184737,0.378758
97.000000,14.627653,4.694769,2.143098,4.186927,1.473963,0.490475,5.401656,0.124165,3.193867,0.637830,0.000288,0.342170,0.041354,26.608498,1.548249,19.639146,16.782544,4.433877,1.769723,1.353965,5.184737,0.312940
97.100000,14.628525,4.628041,2.272056,4.436805,1.394195,0.526190,5.070111,0.119947,3.103710,0.653893,0.000314,0.326107,0.041004,26.591232,1.561790,19.621443,16.782710,4.434755,1.769816,1.353873,5.184738,0.263750
97.200000,14.629698,4.537844,2.236428,4.612655,1.417418,0.543803,4.712472,0.115403,2.988994,0.662121,0.000303,0.317879,0.040696,26.521569,1.573676,19.603525,16.782323,4.410563,1.769869,1.354364,5.184739,0.276155
97.300000,14.629988,4.513083,2.044477,4.503561,1.532622,0.520640,4.719743,0.115689,2.976232,0.651812,0.000264,0.328188,0.040803,26.470343,1.568783,19.606833,16.781715,4.383786,1.769831,1.354996,5.184738,0.352902
97.400000,14.629122,4.577844,1.913892,4.258273,1.602937,0.487674,5.031169,0.119781,3.065900,0.636405,0.000244,0.343595,0.041137,26.481253,1.554424,19.625755,16.781487,4.379486,1.769739,1.355143,5.184737,0.413172
97.500000,14.628043,4.662382,1.932466,4.097659,1.592748,0.470649,5.345716,0.123660,3.163119,0.628669,0.000248,0.351331,0.041399,26.534946,1.544912,19.640637,16.781771,4.398015,1.769675,1.354766,5.184737,0.404787
97.600000,14.627549,4.702266,2.057746,4.106635,1.523905,0.477155,5.461669,0.124966,3.205693,0.631813,0.000271,0.348187,0.041443,26.592126,1.544496,19.643372,16.782298,4.423948,1.769687,1.354201,5.184737,0.348350
97.700000,14.627971,4.670439,2.216145,4.296956,1.429363,0.506962,5.272489,0.122517,3.160715,0.645233,0.000302,0.334767,0.041209,26.609030,1.553900,19.632007,16.782687,4.437741,1.769767,1.353849,5.184737,0.284493
97.800000,14.629115,4.582774,2.282013,4.548239,1.388047,0.539466,4.874917,0.117458,3.044107,0.659957,0.000315,0.320043,0.040822,26.561258,1.568802,19.611452,16.782590,4.425565,1.769852,1.354045,5.184738,0.259940
97.900000,14.630003,4.513417,2.152331,4.595699,1.469511,0.536750,4.660619,0.114811,2.965480,0.659125,0.000285,0.320875,0.040694,26.490377,1.573638,19.601906,16.782020,4.396154,1.769862,1.354694,5.184739,0.308159
98.000000,14.629672,4.536026,1.964048,4.386478,1.576805,0.503917,4.849909,0.117441,3.012179,0.644010,0.000251,0.335990,0.040957,26.468176,1.561994,19.615304,16.781538,4.378341,1.769790,1.355143,5.184738,0.389147
98.100000,14.628573,4.620445,1.905683,4.164007,1.606896,0.476939,5.195134,0.121831,3.115923,0.631458,0.000243,0.348542,0.041282,26.503750,1.548876,19.634080,16.781570,4.386212,1.769702,1.355011,5.184737,0.417422
98.200000,14.627704,4.689406,1.982540,4.078340,1.565867,0.470584,5.434658,0.124701,3.192778,0.628750,0.000257,0.351250,0.041453,26.564466,1.543500,19.643645,16.782014,4.410613,1.769670,1.354496,5.184737,0.381594
98.300000,14.627630,4.696346,2.135121,4.177435,1.478732,0.488985,5.411032,0.124286,3.196075,0.637163,0.000286,0.342837,0.041365,26.607754,1.547785,19.639706,16.782525,4.433177,1.769720,1.353982,5.184737,0.316147
98.400000,14.628466,4.632471,2.268568,4.423938,1.396407,0.524511,5.090389,0.120205,3.109636,0.653133,0.000313,0.326867,0.041023,26.593795,1.561027,19.622491,16.782716,4.435369,1.769813,1.353863,5.184738,0.265025
98.500000,14.629650,4.541405,2.243088,4.610197,1.413185,0.543953,4.723466,0.115539,2.993056,0.662165,0.000305,0.317835,0.040703,26.525344,1.573422,19.604024,16.782353,4.412069,1.769869,1.354330,5.184739,0.273728
98.600000,14.630004,4.511887,2.054094,4.514413,1.527169,0.522329,4.709805,0.115551,2.973744,0.652591,0.000266,0.327409,0.040789,26.471564,1.569393,19.606130,16.781740,4.384683,1.769836,1.354973,5.184738,0.348738
98.700000,14.629176,4.573557,1.916680,4.269371,1.601522,0.489009,5.013838,0.119561,3.060678,0.637027,0.000244,0.342973,0.041121,26.479587,1.555078,19.624813,16.781486,4.379081,1.769745,1.355149,5.184738,0.411798
98.800000,14.628084,4.658934,1.928595,4.101920,1.594793,0.470967,5.333744,0.123516,3.159289,0.628803,0.000247,0.351197,0.041390,26.532040,1.545176,19.640165,16.781749,4.396790,1.769677,1.354792,5.184737,0.406612
98.900000,14.627551,4.701906,2.050142,4.101776,1.528232,0.476252,5.462696,0.124985,3.205486,0.631401,0.000270,0.348599,0.041448,26.590064,1.544287,19.643564,16.782273,4.422810,1.769685,1.354226,5.184737,0.351626
99.000000,14.627927,4.673630,2.209317,4.284522,1.433601,0.505160,5.288600,0.122722,3.165030,0.644423,0.000301,0.335577,0.041226,26.609836,1.553237,19.632867,16.782678,4.437619,1.769764,1.353854,5.184738,0.287083
99.100000,14.629053,4.587416,2.283175,4.538565,1.387270,0.538444,4.893820,0.117699,3.050110,0.659483,0.000316,0.320517,0.040839,26.564896,1.568155,19.612411,16.782610,4.426749,1.769850,1.354020,5.184738,0.259556
99.200000,14.629984,4.514934,2.162114,4.600748,1.463579,0.537890,4.661130,0.114808,2.966432,0.659627,0.000287,0.320373,0.040689,26.493240,1.573852,19.601792,16.782052,4.397552,1.769865,1.354661,5.184739,0.304308
99.300000,14.629713,4.532855,1.970905,4.398895,1.573141,0.505590,4.834437,0.117237,3.007725,0.644794,0.000252,0.335206,0.040940,26.467877,1.562724,19.614349,16.781551,4.378616,1.769795,1.355134,5.184738,0.385955
99.400000,14.628626,4.616153,1.905018,4.172323,1.607259,0.477833,5.179161,0.121633,3.111002,0.631864,0.000243,0.348136,0.041268,26.501258,1.549364,19.633319,16.781558,4.385322,1.769706,1.355029,5.184737,0.417724
99.500000,14.627730,4.687249,1.976501,4.078421,1.569154,0.470335,5.428092,0.124627,3.190449,0.628624,0.000256,0.351376,0.041450,26.561687,1.543545,19.643476,16.781989,4.409307,1.769671,1.354524,5.184737,0.384346
99.600000,14.627610,4.697735,2.127106,4.168345,1.483505,0.487543,5.419597,0.124398,3.198042,0.636517,0.000285,0.343483,0.041373,26.606855,1.547346,19.640230,16.782506,4.432421,1.769717,1.354000,5.184737,0.319390
99.700000,14.628407,4.636831,2.264644,4.410896,1.398896,0.522787,5.110558,0.120461,3.115481,0.652354,0.000313,0.327646,0.041043,26.596206,1.560263,19.623534,16.782720,4.435913,1.769810,1.353854,5.184738,0.266461
99.800000,14.629601,4.545143,2.249301,4.606932,1.409221,0.543984,4.735497,0.115689,2.997406,0.662157,0.000307,0.317843,0.040711,26.529172,1.573119,19.604583,16.782382,4.413568,1.769870,1.354297,5.184739,0.271478
99.900000,14.630017,4.510935,2.063905,4.524918,1.521570,0.523998,4.700668,0.115423,2.971532,0.653359,0.000268,0.326641,0.040776,26.472950,1.569978,19.605468,16.781767,4.385642,1.769840,1.354948,5.184739,0.344526
100.000000,16.124360,4.950561,2.031232,4.091012,1.538915,0.474165,5.468442,0.125067,3.205977,0.630342,0.000266,0.349658,0.041465,26.985360,1.544360,19.646880,16.784640,4.421544,1.770327,1.354801,5.184595,0.359853
100.100000,16.124588,4.933204,2.192196,4.255000,1.444161,0.500843,5.331478,0.123261,3.176617,0.642394,0.000298,0.337606,0.041276,27.012118,1.552206,19.637806,16.785084,4.438840,1.770400,1.354381,5.184596,0.293643
100.200000,16.125683,4.849747,2.285373,4.515001,1.385784,0.535911,4.944658,0.118343,3.066157,0.658218,0.000317,0.321782,0.040889,26.974286,1.567116,19.617644,16.785084,4.431222,1.770490,1.354473,5.184597,0.258843
100.300000,16.126778,4.766082,2.186342,4.613705,1.448748,0.540793,4.666689,0.114853,2.970228,0.660805,0.000292,0.319195,0.040686,26.900899,1.574925,19.604412,16.784561,4.402637,1.770517,1.355089,5.184597,0.294910
100.400000,16.126717,4.768894,1.988445,4.431613,1.563685,0.509992,4.798390,0.116755,2.997478,0.646759,0.000255,0.333241,0.040905,26.867456,1.565176,19.614759,16.784014,4.380888,1.770454,1.355623,5.184596,0.377871
100.500000,16.125655,4.849577,1.903166,4.194700,1.608282,0.480232,5.141712,0.121167,3.099454,0.632861,0.000242,0.347139,0.041242,26.895191,1.551207,19.634206,16.783954,4.384613,1.770362,1.355586,5.184595,0.418552
100.600000,16.124631,4.929388,1.960989,4.079861,1.577530,0.469838,5.414652,0.124473,3.185525,0.628273,0.000253,0.351727,0.041450,26.954864,1.544252,19.645877,16.784351,4.407538,1.770317,1.355108,5.184595,0.391481
100.700000,16.124343,4.952093,2.106676,4.146690,1.495563,0.484054,5.444228,0.124710,3.203941,0.634847,0.000281,0.345153,0.041412,27.004725,1.546834,19.644379,16.784883,4.432030,1.770354,1.354560,5.184595,0.327761
100.800000,16.125029,4.899544,2.254172,4.378755,1.405520,0.518494,5.164981,0.121148,3.131254,0.650323,0.000311,0.329677,0.041102,27.002427,1.558925,19.628997,16.785156,4.438802,1.770445,1.354347,5.184596,0.270309
100.900000,16.126284,4.804090,2.264362,4.598559,1.399561,0.544011,4.770784,0.116129,3.009908,0.662019,0.000310,0.317981,0.040741,26.939234,1.572875,19.608916,16.784884,4.418945,1.770514,1.354725,5.184597,0.266077
101.000000,16.126926,4.754068,2.089380,4.552807,1.506867,0.528437,4.680953,0.115138,2.967142,0.655298,0.000273,0.324702,0.040751,26.876844,1.572053,19.606645,16.784262,4.389718,1.770495,1.355397,5.184597,0.333753
101.100000,16.126277,4.801965,1.928288,4.311613,1.595585,0.494139,4.954371,0.118798,3.042853,0.639324,0.000246,0.340676,0.041070,26.874132,1.558102,19.624187,16.783914,4.379413,1.770408,1.355680,5.184596,0.406127
101.200000,16.125113,4.891738,1.915479,4.120124,1.601690,0.472464,5.291871,0.123011,3.145928,0.629350,0.000245,0.350650,0.041365,26.921712,1.546807,19.641178,16.784101,4.393997,1.770331,1.355395,5.184595,0.412831
101.300000,16.124379,4.949235,2.022957,4.087331,1.543552,0.473374,5.466530,0.125051,3.204870,0.629977,0.000265,0.350023,0.041468,26.982325,1.544223,19.646947,16.784609,4.420135,1.770324,1.354833,5.184595,0.363491
101.400000,16.124551,4.936180,2.183644,4.241717,1.449406,0.498862,5.347369,0.123463,3.180724,0.641505,0.000296,0.338495,0.041294,27.012056,1.551521,19.638674,16.785067,4.438437,1.770393,1.354395,5.184596,0.296950
101.500000,16.125612,4.855267,2.284593,4.502062,1.386257,0.534392,4.967698,0.118637,3.073234,0.657523,0.000317,0.322477,0.040911,26.977805,1.566293,19.618821,16.785099,4.432364,1.770485,1.354453,5.184596,0.259150
101.600000,16.126742,4.769023,2.196615,4.616413,1.442396,0.541726,4.671857,0.114910,2.972732,0.661204,0.000294,0.318796,0.040685,26.904375,1.574974,19.604548,16.784596,4.404334,1.770516,1.355051,5.184597,0.290990
101.700000,16.126756,4.766085,1.997709,4.445633,1.558636,0.511969,4.782437,0.116541,2.993025,0.647683,0.000256,0.332317,0.040887,26.867435,1.565994,19.613729,16.784033,4.381475,1.770458,1.355607,5.184596,0.373656
101.800000,16.125723,4.844415,1.903791,4.205550,1.607992,0.481455,5.122481,0.120927,3.093575,0.633428,0.000242,0.346572,0.041225,26.892323,1.551845,19.633241,16.783942,4.383773,1.770365,1.355604,5.184595,0.418217
101.900000,16.124674,4.926104,1.954896,4.081783,1.580799,0.469799,5.404605,0.124355,3.182156,0.628241,0.000252,0.351759,0.041445,26.951255,1.544400,19.645549,16.784322,4.406041,1.770316,1.355141,5.184595,0.394305
102.000000,16.124335,4.952801,2.097513,4.138023,1.500933,0.482618,5.450766,0.124798,3.205236,0.634201,0.000278,0.345799,0.041420,27.002830,1.546429,19.644836,16.784855,4.430966,1.770348,1.354587,5.184595,0.331555
102.100000,16.124971,4.904158,2.248140,4.363669,1.409324,0.516416,5.186829,0.121425,3.137402,0.649388,0.000309,0.330612,0.041124,27.004202,1.558075,19.630135,16.785153,4.439124,1.770438,1.354345,5.184596,0.272536
102.200000,16.126220,4.809153,2.269316,4.591590,1.396355,0.543546,4.788363,0.116352,3.015882,0.661786,0.000312,0.318214,0.040754,26.943387,1.572345,19.609776,16.784912,4.420568,1.770511,1.354691,5.184597,0.264329
102.300000,16.126927,4.754280,2.101063,4.562845,1.500045,0.530185,4.674439,0.115041,2.965939,0.656092,0.000275,0.323908,0.040739,26.878849,1.572584,19.606104,16.784294,4.391050,1.770498,1.355365,5.184597,0.328892
102.400000,16.126338,4.797443,1.933619,4.325329,1.592824,0.495872,4.934926,0.118547,3.037084,0.640137,0.000246,0.339863,0.041050,26.872590,1.558913,19.623065,16.783919,4.379288,1.770412,1.355681,5.184596,0.403557
102.500000,16.125174,4.887062,1.912606,4.127202,1.603202,0.473135,5.275758,0.122816,3.140885,0.629647,0.000245,0.350353,0.041353,26.918242,1.547229,19.640479,16.784079,4.392734,1.770332,1.355422,5.184595,0.414192
102.600000,16.124400,4.947663,2.014924,4.084334,1.548031,0.472676,5.463579,0.125022,3.203474,0.629651,0.000263,0.350349,0.041469,26.979226,1.544119,19.646974,16.784578,4.418706,1.770321,1.354866,5.184595,0.367045
102.700000,16.124517,4.938891,2.174918,4.228889,1.454734,0.496929,5.362211,0.123652,3.184502,0.640638,0.000294,0.339362,0.041311,27.011781,1.550867,19.639497,16.785049,4.437944,1.770387,1.354410,5.184595,0.300348
102.800000,16.125542,4.860757,2.283090,4.488575,1.387195,0.532764,4.991033,0.118935,3.080327,0.656781,0.000316,0.323219,0.040932,26.981202,1.565449,19.620018,16.785112,4.433423,1.770480,1.354434,5.184596,0.259715
102.900000,16.126701,4.772288,2.206460,4.617980,1.436271,0.542511,4.678651,0.114989,2.975722,0.661535,0.000297,0.318465,0.040686,26.908041,1.574950,19.604778,16.784631,4.406058,1.770516,1.355012,5.184597,0.287270
103.000000,16.126792,4.763591,2.007407,4.459410,1.553312,0.513948,4.767342,0.116338,2.988876,0.648606,0.000258,0.331394,0.040869,26.867692,1.566794,19.612737,16.784054,4.382164,1.770462,1.355589,5.184596,0.369282
103.100000,16.125791,4.839264,1.904971,4.216829,1.607421,0.482746,5.103042,0.120684,3.087658,0.634019,0.000242,0.345981,0.041208,26.889638,1.552509,19.632248,16.783933,4.383014,1.770369,1.355619,5.184595,0.417608
103.200000,16.124720,4.922619,1.949142,4.084340,1.583878,0.469846,5.393732,0.124228,3.178556,0.628250,0.000251,0.351750,0.041438,26.947677,1.544580,19.645176,16.784293,4.404563,1.770316,1.355173,5.184595,0.396980
103.300000,16.124330,4.953239,2.088406,4.129957,1.506238,0.481258,5.456207,0.124871,3.206215,0.633583,0.000277,0.346417,0.041430,27.000816,1.546058,19.645245,16.784828,4.429852,1.770344,1.354613,5.184595,0.335356
103.400000,16.124913,4.908600,2.241701,4.348647,1.413379,0.514325,5.208135,0.121696,3.143343,0.648448,0.000308,0.331552,0.041146,27.005816,1.557237,19.631250,16.785148,4.439362,1.770432,1.354344,5.184596,0.274920
103.500000,16.126153,4.814327,2.273563,4.583736,1.393597,0.542934,4.806875,0.116587,3.022079,0.661489,0.000313,0.318511,0.040769,26.947564,1.571768,19.610691,16.784939,4.422150,1.770508,1.354658,5.184597,0.262840
103.600000,16.126922,4.754849,2.112747,4.572113,1.493170,0.531860,4.669283,0.114962,2.965182,0.656849,0.000277,0.323151,0.040728,26.881118,1.573063,19.605640,16.784328,4.392449,1.770500,1.355332,5.184597,0.324083
103.700000,16.126397,4.793074,1.939461,4.339235,1.589785,0.497649,4.915701,0.118297,3.031407,0.640975,0.000247,0.339025,0.041032,26.871260,1.559740,19.621935,16.783926,4.379251,1.770417,1.355679,5.184596,0.400754
103.800000,16.125236,4.882287,1.910086,4.134754,1.604532,0.473873,5.259204,0.122614,3.135724,0.629977,0.000244,0.350023,0.041339,26.914858,1.547684,19.639738,16.784058,4.391510,1.770335,1.355447,5.184595,0.415383
103.900000,16.124424,4.945872,2.007102,4.081939,1.552372,0.472059,5.459713,0.124981,3.201822,0.629362,0.000262,0.350638,0.041469,26.976101,1.544042,19.646963,16.784547,4.417264,1.770318,1.354898,5.184595,0.370526
104.000000,16.124485,4.941396,2.166065,4.216433,1.460113,0.495037,5.376202,0.123831,3.188014,0.639789,0.000292,0.340211,0.041327,27.011363,1.550239,19.640282,16.785030,4.437383,1.770381,1.354426,5.184595,0.303822
104.100000,16.125470,4.866223,2.281012,4.474676,1.388506,0.531053,5.014566,0.119235,3.087415,0.656003,0.000316,0.323997,0.040955,26.984517,1.564590,19.621226,16.785123,4.434416,1.770475,1.354416,5.184596,0.260482
104.200000,16.126657,4.775807,2.216019,4.618716,1.430295,0.543191,4.686670,0.115084,2.979086,0.661817,0.000299,0.318183,0.040689,26.911879,1.574872,19.605081,16.784667,4.407805,1.770516,1.354972,5.184597,0.283687
104.300000,16.126825,4.761263,2.017479,4.473234,1.547746,0.515955,4.752534,0.116137,2.984845,0.649542,0.000260,0.330458,0.040851,26.868113,1.567594,19.611755,16.784077,4.382911,1.770466,1.355570,5.184596,0.364775
104.400000,16.125859,4.834073,1.906420,4.228440,1.606710,0.484084,5.083307,0.120437,3.081651,0.634638,0.000243,0.345362,0.041191,26.887012,1.553193,19.631230,16.783924,4.382281,1.770373,1.355633,5.184595,0.416870
104.500000,16.124767,4.919008,1.943508,4.087264,1.586881,0.469940,5.382328,0.124094,3.174804,0.628279,0.000250,0.351721,0.041430,26.944074,1.544780,19.644775,16.784264,4.403072,1.770316,1.355205,5.184595,0.399611
104.600000,16.124327,4.953529,2.079284,4.122232,1.511526,0.479942,5.461002,0.124937,3.207006,0.632986,0.000275,0.347014,0.041439,26.998692,1.545706,19.645626,16.784800,4.428689,1.770339,1.354640,5.184595,0.339191
104.700000,16.124857,4.912969,2.234969,4.333597,1.417606,0.512217,5.229216,0.121963,3.149184,0.647500,0.000307,0.332500,0.041167,27.007299,1.556404,19.632353,16.785143,4.439536,1.770426,1.354345,5.184596,0.277425
104.800000,16.126084,4.819619,2.277443,4.575311,1.391071,0.542234,4.826110,0.116832,3.028461,0.661153,0.000314,0.318847,0.040785,26.951766,1.571160,19.611645,16.784966,4.423717,1.770505,1.354626,5.184596,0.261487
104.900000,16.126915,4.755567,2.124627,4.581282,1.486130,0.533547,4.664495,0.114887,2.964569,0.657609,0.000279,0.322391,0.040717,26.883465,1.573533,19.605196,16.784362,4.393876,1.770502,1.355297,5.184597,0.319243
105.000000,16.126456,4.788670,1.945556,4.353476,1.586597,0.499477,4.896096,0.118043,3.025620,0.641828,0.000248,0.338172,0.041011,26.869918,1.560579,19.620788,16.783933,4.379219,1.770422,1.355677,5.184596,0.397847
105.100000,16.125300,4.877402,1.907642,4.142605,1.605817,0.474646,5.242129,0.122406,3.130394,0.630322,0.000244,0.349678,0.041326,26.911402,1.548144,19.638986,16.784037,4.390263,1.770337,1.355473,5.184595,0.416541
105.200000,16.124449,4.943992,1.999158,4.079686,1.556757,0.471456,5.455502,0.124937,3.200066,0.629077,0.000260,0.350923,0.041469,26.972818,1.543978,19.646929,16.784515,4.415765,1.770316,1.354931,5.184595,0.374085
105.300000,16.124455,4.943818,2.157053,4.204109,1.465566,0.493157,5.389834,0.124005,3.191410,0.638945,0.000291,0.341055,0.041343,27.010755,1.549619,19.641052,16.785010,4.436755,1.770375,1.354444,5.184595,0.307381
105.400000,16.125400,4.871682,2.278564,4.460547,1.390053,0.529294,5.038226,0.119536,3.094497,0.655203,0.000316,0.324797,0.040977,26.987668,1.563724,19.622439,16.785133,4.435347,1.770469,1.354400,5.184596,0.261382
105.500000,16.126611,4.779486,2.225209,4.618771,1.424520,0.543776,4.695599,0.115191,2.982709,0.662055,0.000301,0.317945,0.040692,26.915684,1.574754,19.605434,16.784702,4.409534,1.770515,1.354933,5.184597,0.280271
105.600000,16.126855,4.759193,2.027754,4.486747,1.542026,0.517949,4.738515,0.115946,2.981084,0.650470,0.000261,0.329530,0.040833,26.868612,1.568372,19.610810,16.784100,4.383708,1.770469,1.355549,5.184596,0.360221
105.700000,16.125928,4.828935,1.908331,4.240384,1.605757,0.485478,5.063499,0.120187,3.075637,0.635284,0.000243,0.344716,0.041173,26.884413,1.553898,19.630191,16.783917,4.381605,1.770376,1.355646,5.184595,0.415912
105.800000,16.124817,4.915223,1.938206,4.090785,1.589697,0.470116,5.370201,0.123950,3.170853,0.628345,0.000249,0.351655,0.041422,26.940375,1.545011,19.644331,16.784236,4.401589,1.770316,1.355237,5.184595,0.402097
105.900000,16.124329,4.953552,2.070244,4.115139,1.516738,0.478707,5.464720,0.124989,3.207488,0.632424,0.000273,0.347576,0.041446,26.996325,1.545387,19.645959,16.784771,4.427470,1.770335,1.354669,5.184595,0.343018
106.000000,16.124805,4.917123,2.227858,4.318740,1.422058,0.510112,5.249571,0.122221,3.154767,0.646554,0.000305,0.333446,0.041188,27.008453,1.555592,19.633423,16.785134,4.439606,1.770419,1.354349,5.184595,0.280085
106.100000,16.126016,4.824976,2.280494,4.566015,1.389076,0.541379,4.846159,0.117087,3.035015,0.660748,0.000315,0.319252,0.040802,26.955800,1.570507,19.612646,16.784990,4.425210,1.770501,1.354595,5.184596,0.260430
106.200000,16.126903,4.756715,2.136212,4.589210,1.479215,0.535090,4.661635,0.114838,2.964560,0.658300,0.000282,0.321700,0.040708,26.885970,1.573922,19.604864,16.784396,4.395356,1.770503,1.355263,5.184596,0.314573
106.300000,16.126511,4.784636,1.952257,4.367521,1.583068,0.501313,4.877508,0.117801,3.020184,0.642689,0.000249,0.337311,0.040992,26.868826,1.561409,19.619673,16.783943,4.379325,1.770426,1.355673,5.184596,0.394675
106.400000,16.125365,4.872490,1.905936,4.151079,1.606721,0.475518,5.224740,0.122193,3.125005,0.630714,0.000243,0.349286,0.041312,26.908066,1.548644,19.638188,16.784018,4.389125,1.770339,1.355497,5.184595,0.417342
106.500000,16.124479,4.941777,1.991750,4.078479,1.560828,0.470997,5.449888,0.124875,3.197928,0.628858,0.000259,0.351142,0.041467,26.969449,1.543965,19.646827,16.784484,4.414286,1.770314,1.354964,5.184594,0.377422
106.600000,16.124431,4.945822,2.148021,4.192642,1.471005,0.491379,5.401801,0.124159,3.194310,0.638146,0.000289,0.341854,0.041357,27.009834,1.549051,19.641748,16.784988,4.436039,1.770369,1.354463,5.184595,0.310974
106.700000,16.125332,4.876947,2.275266,4.446113,1.392147,0.527447,5.061576,0.119833,3.101398,0.654366,0.000315,0.325634,0.041000,26.990512,1.562855,19.623643,16.785140,4.436153,1.770463,1.354387,5.184596,0.262588
106.800000,16.126560,4.783500,2.233534,4.617237,1.419259,0.544132,4.706534,0.115325,2.986896,0.662189,0.000303,0.317811,0.040698,26.919597,1.574540,19.605907,16.784736,4.411262,1.770514,1.354895,5.184596,0.277207
106.900000,16.126879,4.757592,2.038393,4.499602,1.536059,0.519896,4.726000,0.115773,2.977837,0.651372,0.000263,0.328628,0.040817,26.869443,1.569104,19.609946,16.784126,4.384634,1.770473,1.355526,5.184596,0.355548
107.000000,16.125995,4.823917,1.910911,4.252604,1.604460,0.486929,5.043857,0.119939,3.069701,0.635958,0.000243,0.344042,0.041155,26.882065,1.554618,19.629142,16.783912,4.381056,1.770380,1.355657,5.184595,0.414629
107.100000,16.124868,4.911282,1.933422,4.094974,1.592233,0.470388,5.357356,0.123798,3.166714,0.628456,0.000248,0.351544,0.041413,26.936770,1.545276,19.643841,16.784209,4.400170,1.770316,1.355267,5.184594,0.404346
107.200000,16.124334,4.953263,2.061445,4.108856,1.521785,0.477579,5.467127,0.125026,3.207601,0.631910,0.000272,0.348090,0.041452,26.993857,1.545113,19.646229,16.784741,4.426227,1.770330,1.354698,5.184594,0.346770
107.300000,16.124755,4.921004,2.220428,4.304227,1.426693,0.508033,5.268918,0.122467,3.160015,0.645621,0.000304,0.334379,0.041209,27.009379,1.554809,19.634446,16.785125,4.439583,1.770413,1.354354,5.184595,0.282879
